"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","firing_rate"
"147",0.0171561136295,53.4020588235,0.24448819787,1.774925,3.98277666667,1.02493125,-49.0312538147,-49.1458346049,-52.468752861,190.287488,0.035225,1.77302,3.98097333333,1.02346375,44.6250038147,48.1250038147,45.2812538147,144.062504172,0.268266767263,1.1009775,-70.6718769073,80,74.0416641235,610,1.77259,3.98056333333,1.02310875,-40.28125,-38.9895846049,-45.609377861,1.827815,4.03179,1.1009775,-56.0625,-52.833337148,-70.6718769073,3.48796293874,3.66351348037,3.47141272836,-84.96875,-68.8367080688,"Rbp4-Cre_KL100",97.7500066757,18.7258697891
"152",0.0614919915794,92.6515,0.202884624368,1.45727,3.770245,1.02461333333,-42.9375038147,-43.4687538147,-50.9010454814,227.508608,0.055515,1.45519,3.76856,1.02327083333,40.6250038147,42.7656269073,42.2187519073,197.343707085,0.0717815309763,1.44612583333,-73.4531300863,90,68.7500019073,575,1.454805,3.7681725,1.022955,-33.1875,-35.0312519073,-45.2031275431,1.48496,3.808815,1.44612583333,-54.15625,-52.6718769073,-73.4531300863,2.96768904853,3.11076475757,3.45025455965,-91.03125,-72.4250030518,"Cux2-CreERT2",93.1197973887,10.7931334085
"153",0.0348483049965,81.592,0.21314699623,1.16381,4.85422333333,1.02511375,-46.75,-49.3020833333,-52.546875,130.769056,0.06443,1.16144,4.852005,1.02338875,35.6875038147,39.2604192098,41,139.375120401,0.0630606859922,1.43922,-79.3359413147,210,95.7499974569,1170,1.16098,4.851575,1.02301625,-32.0625,-32.0937506358,-46.1718769073,1.17558,4.87815833333,1.43922,-49.7187538147,-54.1562538147,-79.3359413147,3.13197601882,3.05519425581,3.45457088034,-96,-79.9310379028,"Rorb-IRES2-Cre",93.546875,12.2561035396
"155",0.0268691568529,68.485,0.191269851802,1.14864,4.39686666667,1.02670333333,-48.4687538147,-48.0104179382,-52.3177089691,151.449984,0.064,1.14488,4.39286,1.02348666667,38.375,39.552087148,37.1614602407,156.874880195,0.0137283848599,1.78405333333,-68.0208346049,110,84.2916666667,530,1.14444,4.39240666667,1.02310333333,-42.7187538147,-43.4270858765,-48.182293574,1.15974,4.42072,1.78405333333,-53.0625038147,-54.8541679382,-68.0208346049,6.09655607294,5.67460593842,5.18909898526,-83.4687576294,-67.0353393555,"Ctgf-T2A-dgCre",89.4791692098,14.6017376068
"156",0.0233147925124,72.1273076923,0.178253437476,1.19066,5.73030166667,1.024895,-48.8437538147,-49.1250012716,-51.0468769073,135.071536,0.060175,1.18838,5.72795833333,1.0234075,39.9062538147,35.5104166667,43.921875,150.312572718,0.0128363044932,1.9102275,-85.0625038147,110,117.708335876,1030,1.18798,5.72751833333,1.0230625,-36.28125,-36.1458358765,-50.3281269073,1.21617,5.75187333333,1.9102275,-57.40625,-56.1354179382,-85.0625038147,3.13302037984,2.7930379895,3.704824362,-97.3750076294,-82.9683837891,"Rorb-IRES2-Cre",94.9687519073,13.8643744234
"159",0.0489789939637,74.37875,0.242635658915,1.17219,2.91856,1.02565416667,-51.6562538147,-49.1875,-55.0677108765,171.60632,0.047025,1.17017,2.916345,1.023565,46.5,48.927087148,47.854168574,190.937504172,0.0479762889445,1.51758333333,-72.6093788147,50,47.4166666667,520,1.16972,2.91589333333,1.023155,-43.40625,-42.3020858765,-48.5677096049,1.213115,2.964955,1.51758333333,-56.0625,-54.5416704814,-72.6093788147,3.89097900341,4.26943608218,4.20822914241,-90.2812576294,-71.7251586914,"Rorb-IRES2-Cre",102.92187945,13.4447002672
"161",0.0481019466167,76.1216666667,0.189556532354,1.228135,3.43572333333,1.025315,-50,-49.4375012716,-51.6875025431,165.977264,0.050805,1.225325,3.43328833333,1.02338666667,36.0937538147,42.4687525431,41.1562525431,181.093752384,0.0409501716495,1.49569666667,-83.2916692098,110,60.3333333333,920,1.224875,3.43286666667,1.02300666667,-33.8437538147,-34.8958333333,-48.1562525431,1.24699,3.46269833333,1.49569666667,-57.34375,-56.6979192098,-83.2916692098,3.13334429731,3.52571343524,3.85286825276,-100.031257629,-82.3311004639,"Nr5a1-Cre",92.8437550863,13.1368642305
"166",0.0368844851295,65.8692307692,0.233664021164,1.21072,3.05370833333,1.02508375,-48.8750038147,-47.4166692098,-50.1484394073,296.814144,0.06385,1.2088,3.051765,1.0234075,46.3750038147,45.8229204814,43.8125038147,241.40624702,0.0152476402,1.785885,-79.7421913147,50,50.7916666667,750,1.208385,3.05135,1.02303375,-41.09375,-38.4687538147,-47.8593769073,1.240675,3.08824666667,1.785885,-55.8750038147,-53.7187512716,-79.7421913147,4.02763322204,4.00039259831,3.99639218014,-98.3750076294,-78.1602478027,"Rorb-IRES2-Cre",93.960943222,15.1815952353
"167",0.038669015805,105.96125,0.165981021063,1.15895,6.860495,1.025399,-47.0000038147,-46.864587148,-51.9875015259,116.338568,0.07976,1.15591,6.85795833333,1.023264,34.8125038147,37.1041679382,36.9437538147,137.968748808,0.0681690126657,1.623481,-80.8000030518,130,145.958323161,1310,1.15548,6.85752666667,1.022898,-38.03125,-36.739587148,-51.1000022888,1.19906,6.89887666667,1.623481,-54.9687538147,-55.6250038147,-80.8000030518,4.19580585905,3.97157985975,4.45109383231,-95.15625,-79.8806610107,"Rbp4-Cre_KL100",88.9312553406,9.43741226156
"172",0.0225671905206,58.9066666667,0.256476938175,1.32106,3.89353333333,1.026156,-57.4375,-55.4270858765,-58.1500030518,181.365824,0.05304,1.31756,3.89036,1.023328,49.1562538147,49.9791692098,47.0187515259,180.468738079,0.0440940260887,1.552472,-80.1062530518,70,71.7916641235,499.999969482,1.31714,3.88995333333,1.02298,-49.0000038147,-47.9687525431,-52.8437530518,1.34992,3.92720666667,1.552472,-61.96875,-60.5625025431,-80.1062530518,6.0116548083,6.29670740825,5.10970698642,-97.3437576294,-79.6418533325,"Ctgf-T2A-dgCre",105.168754578,16.9760072431
"175",0.0148346835805,66.7942857143,0.188099915801,1.15476,3.23129,1.02508,-51.5000038147,-52.0625038147,-54.0625038147,200.82352,0.04922,1.15244,3.22909,1.02343333333,44.7812538147,46.6562538147,45.989587148,188.90632689,0.0176209826022,1.41766666667,-76.1875050863,70,55.1875,760,1.15204,3.22869,1.02308,-39.09375,-37.8593769073,-47.1666704814,1.17128,3.2531,1.41766666667,-58.0937538147,-59.4375038147,-76.1875050863,3.89180896842,4.10149395555,4.11386181967,-96.0312576294,-75.0912857056,"Rorb-IRES2-Cre",100.052090963,14.9713405766
"179",0.0522637766145,124.382142857,0.0959208319257,1.219805,7.57483833333,1.025618,-45.6875,-51.1666704814,-52.4000030518,111.783512,0.06746,1.217015,7.57237,1.023623,42.90625,41.8333346049,43.7125015259,96.4062511921,0.128462821245,1.151585,-77.7000015259,200,163.791666667,1180,1.216545,7.57186833333,1.023198,-36.75,-40.0625025431,-48.0125030518,1.27502,7.62614166667,1.151585,-55.8750038147,-57.0208358765,-77.7000015259,3.59497527738,3.34769375055,3.53051666206,-87.3750076294,-77.0904159546,"Rorb-IRES2-Cre",96.1125045776,8.03973928274
"180",0.0207115104577,52.4866666667,0.234375,1.14872,2.95012666667,1.02546,-50.96875,-50.6770833333,-51.53125,237.443072,0.0413,1.14634,2.94764666667,1.02346,38.625,38.9895846049,39.4375038147,210.000112653,0.0674153268337,1.99028,-77.0312576294,50,48.1666666667,650,1.1459,2.94719333333,1.02304,-41.21875,-39.2812525431,-47.6562538147,1.1694,2.97530666667,1.99028,-56.9062538147,-56.4687525431,-77.0312576294,4.73045641379,4.38302065391,4.54456475539,-96.8437576294,-76.3125610352,"Rorb-IRES2-Cre",90.9687538147,19.0524577671
"181",0.261085381153,199.75,0.132974923204,1.232035,4.26101,1.02573125,-52.09375,-49.9687512716,-53.945315361,130.625632,0.059995,1.22902,4.25847166667,1.02345875,45,47.2291692098,45.945315361,156.875044107,0.0385764725506,1.68241875,-80.8281269073,110,80.9583307902,870,1.22858,4.25802333333,1.023055,-44.1875,-41.6250012716,-48.6953163147,1.89333,4.313415,1.68241875,-61.5,-58.7812525431,-80.8281269073,4.58670600204,4.62656737889,4.85402070255,-97,-80.403678894,"Cux2-CreERT2",99.890630722,5.00625782228
"182",0.0221943325699,61.623,0.198121648756,1.22343,3.6376,1.02496166667,-32.5625,-39.2708346049,-40.8229179382,227.302992,0.060645,1.220875,3.63566,1.0233875,47.0937538147,41.9791666667,42.2864583333,202.812537551,0.0736343935132,1.57914666667,-70.4583333333,70,65.375,310,1.220435,3.63520333333,1.02300916667,-21.25,-27.1250006358,-27.5104173024,1.260615,3.664705,1.57914666667,-41.84375,-46.5104166667,-70.4583333333,2.8938175018,2.93370515755,2.73535191528,-89.4687576294,-66.8419036865,"Scnn1a-Tg2-Cre",83.1093762716,16.2277071873
"184",0.0232530314783,86.6536363636,0.140803108808,1.139955,4.89379166667,1.02576375,-58.46875,-57.3854192098,-61.054690361,201.381808,0.044805,1.13746,4.89116833333,1.02352625,34.7500038147,40.1979192098,36.2890663147,171.093553305,0.10041770339,1.114405,-77.8515644073,90,96.7499974569,630,1.136925,4.890665,1.0230775,-45.2812538147,-41.8020846049,-49.1093788147,1.17643,4.93345,1.114405,-62.21875,-62.1979192098,-77.8515644073,3.47131380407,3.59954959512,3.39348736882,-97.09375,-77.6002655029,"Rbp4-Cre_KL100",97.3437566757,11.540196603
"190",0.069032092907,95.628,0.132248521681,1.2145,6.74135333333,1.02523833333,-43.1875038147,-45.6875012716,-50.1093769073,103.000992,0.038815,1.21211,6.73920833333,1.02338916667,45,47.71875,45.4114615122,90.156249702,0.176212117076,1.09744416667,-72.505212148,160,142.958328247,1170,1.21172,6.73883333333,1.02303916667,-40.6250038147,-40.8958346049,-48.3177108765,1.26768,6.81011666667,1.09744416667,-55.5000038147,-53.6979204814,-72.505212148,4.48914108026,4.29805269946,4.05831911336,-82.7812576294,-71.9120330811,"Rbp4-Cre_KL100",95.5208384196,10.4571882712
"191",0.307380597938,89.7,0.0691854233655,1.14458,10.2324866667,1.026608,-46.90625,-47.020837148,-54.2937515259,99.909832,0.0465,1.14062,10.2275533333,1.023364,35.5625,37.3229179382,38.2375030518,101.562425494,0.0296605732292,1.57106,-75.0062530518,270,230.166666667,840,1.14,10.2269133333,1.022944,-38.03125,-34.7395846049,-48.2250030518,1.15164,10.2459733333,1.57106,-48.96875,-51.770837148,-75.0062530518,4.14310603148,4.40085988104,4.52125691308,-85.90625,-74.6041259766,"Ctgf-T2A-dgCre",92.5312545776,11.1482720178
"193",0.0398470683757,100.118125,0.150351705904,1.145525,3.82100125,1.02448,-41.46875,-41.828127861,-46.8312515259,147.077856,0.074265,1.143455,3.81947875,1.023342,36.625,35.8671898842,37.8125015259,151.093795896,0.0657483264804,1.236623,-75.2937545776,70,70,1030,1.14314,3.81913375,1.02305,-32.5937538147,-31.8125019073,-45.3937522888,1.19225,3.87448625,1.236623,-53.0625038147,-56.0078144073,-75.2937545776,3.34308573334,3.09730182807,3.30677019094,-90.125,-73.7776107788,"Scnn1a-Tg3-Cre",84.6437530518,9.98820143705
"194",0.0320279014471,45.110952381,0.209302336128,1.063195,6.684665,1.026102,-47.5625038147,-48.6250038147,-54.7187522888,169.12584,0.017515,1.06079,6.6824,1.023705,20.3125019073,30.3750019073,16.7187507629,151.56288445,0.112007252872,1.121797,-79.4312530518,180,141.5,720,1.06016,6.68176,1.023187,-37.7812538147,-35,-41.4875030518,1.063195,6.7093,1.121797,-47.5625038147,-51.1875038147,-79.4312530518,2.52499615406,2.29200665123,2.32978840263,-97.6875076294,-78.5200042725,"Ntsr1-Cre_GN220",71.4375030518,22.1675656846
"195",0.0629883953441,84.175,0.111323543104,1.15056,4.86926,1.025128,-47.53125,-48.7395858765,-53.6500030518,181.7188,0.04478,1.14772,4.86726,1.023336,38.4062538147,40.2708346049,44.9875015259,150.468751788,0.0196336731315,1.636216,-75.5937530518,130,96.1666666667,680,1.1473,4.86685333333,1.023016,-33.8437538147,-34.1250038147,-47.2750038147,1.1657,4.89396666667,1.636216,-54.875,-55.7916704814,-75.5937530518,3.80198692872,3.57907347562,4.25483504934,-92.5625076294,-75.2881317139,"Cux2-CreERT2",98.6375045776,11.88001188
"200",0.0774982509295,168.123,0.12,1.279825,4.17222,1.027125,-43.40625,-46.0312512716,-49.3541679382,136.608464,0.0984,1.27459,4.16814666667,1.02358833333,21.5625019073,28.3541679382,28.7708346049,118.750378489,0.072341106832,1.495545,-72.0520858765,110,78.7083333333,393.333333333,1.27394,4.16753666667,1.02308833333,-34.59375,-37.2083346049,-40.9270858765,1.32694,4.2178,1.495545,-51.53125,-54.0520858765,-72.0520858765,4.51326297413,4.38758525584,4.17656173182,-89.8750076294,-71.7197418213,"Rorb-IRES2-Cre",78.1250025431,5.94802614752
"203",0.0789860800127,93.744,0.190340908032,1.1138,5.44919333333,1.02561,-43,-44.8333346049,-48.648440361,151.260384,0.04332,1.11106,5.4456,1.02344,38.21875,37.5520846049,40.882815361,136.250004172,0.00724146328866,1.89403,-68.695318222,190,110.625,999.999938965,1.11064,5.44512666667,1.02303,-31.0625,-30.9791679382,-44.2578134537,1.12652,5.46629333333,1.89403,-47.9375,-50.1875012716,-68.695318222,4.68628759374,4.07242688546,4.29124756572,-84.0625,-69.0978317261,"Scnn1a-Tg2-Cre",89.531255722,10.667349377
"206",0.0458341390824,89.794,0.189784945528,1.15932,2.02632666667,1.02554,-47.3125,-46.5937512716,-49.2343769073,374.962944,0.02694,1.15614,2.02361333333,1.023435,34.9062538147,37.6979179382,33.0000009537,356.249958277,0.0765689760447,1.07468,-59.890627861,29.9999980927,25.0833326976,340,1.15562,2.02312,1.02303,-34.5000038147,-34.7708333333,-40.0625009537,1.18402,2.05387333333,1.07468,-54.9687538147,-55.0104192098,-59.8906288147,3.43763381446,3.38426287498,3.41301858326,-98.0625076294,-59.0870780945,"Rbp4-Cre_KL100",82.234377861,11.1366015547
"208",0.0222699100319,59.8203333333,0.213071905479,1.13689,3.86864166667,1.024975,-49.2500038147,-50.5416704814,-51.9250030518,180.567264,0.05286,1.135005,3.866825,1.023232,36.3125,38.2187512716,37.6125022888,181.718721986,0.0295567587018,1.61256,-82.0750015259,90,71.1249974569,910.000061035,1.134625,3.86646,1.022883,-38.9375,-36.9166679382,-46.2562522888,1.15348,3.90791833333,1.61256,-54.5625,-57.4062525431,-82.0750015259,3.40622953397,3.38886891099,3.87170453891,-100.562507629,-80.5188903809,"Scnn1a-Tg3-Cre",89.5375053406,16.7167239679
"209",0.0539655045115,73.9578571429,0.167625417449,1.089385,8.51848,1.02518916667,-46.9375038147,-45.6979192098,-53.0572942098,86.395136,0.038035,1.087535,8.51657833333,1.02336583333,43.6875038147,42.5000012716,47.8177102407,138.258814812,0.118607446551,1.32346666667,-72.786462148,180,187.374994914,770,1.087055,8.51601166667,1.02294916667,-32.2500038147,-29.0000019073,-45.0312519073,1.108135,8.541385,1.32346666667,-48.71875,-47.5312525431,-72.786462148,2.31254135086,2.10374211712,2.75261395643,-88.1250076294,-72.4948730469,"Ntsr1-Cre_GN220",100.87500445,13.5212138187
"210",0.0141302591784,50.4922222222,0.235368659209,1.13964,2.60287333333,1.024896,-51.9062538147,-51.8645858765,-54.6250015259,459.790784,0.03494,1.13752,2.60081333333,1.023352,44.8437538147,45.3645858765,43.9187507629,263.593733311,0.0127053381875,1.80228,-78.2437515259,50,39.4583333333,489.999969482,1.13712,2.60038666667,1.022988,-36.21875,-36.2500012716,-45.0062522888,1.15494,2.61971333333,1.80228,-57.0000038147,-57.0104204814,-78.2437515259,3.73799735184,3.72509875146,4.01986657942,-101.250007629,-77.0944213867,"Scnn1a-Tg3-Cre",98.5437522888,19.8050304777
"215",0.152785551722,146.2475,0.262312731919,1.21408,4.24120666667,1.024465,-45.1875038147,-44.5312525431,-46.5000030518,204.612864,0.062435,1.212065,4.23944166667,1.023173,42.125,41.0937512716,43.0500022888,182.031333447,0.0285894460976,1.801213,-75.1250045776,90,80.4583333333,820,1.211685,4.23906166667,1.022869,-32.625,-32.8333346049,-46.8187530518,1.239075,4.26410166667,1.801213,-53.6250038147,-51.9583358765,-75.1250045776,2.98037206534,2.98979930014,3.74238864489,-93.5,-74.3327331543,"Cux2-CreERT2",89.5500053406,6.83772372177
"219",0.0185935976251,56.9271875,0.255769246118,1.1525,3.12020166667,1.02492416667,-51.0312538147,-51.0104192098,-56.119793574,152.558272,0.032505,1.150855,3.11860166667,1.02345083333,28.1250019073,39.3541679382,36.1458358765,251.874893904,0.15363804996,1.73394416667,-71.0572942098,60.0000038147,52.4583320618,61.6666666667,1.150305,3.11809666667,1.02301166667,-43.2812538147,-42.5000038147,-51.1614608765,1.18056,3.15284666667,1.73394416667,-54.5000038147,-54.2812512716,-71.0572942098,2.38290651106,2.48287240919,2.45313286739,-97.7812576294,-69.9340515137,"Rbp4-Cre_KL100",92.2656294505,17.5662990553
"221",0.123807141256,125.053333333,0.0793956034712,1.16029,13.9179016667,1.026058,-48.2812538147,-44.1041666667,-51.7500015259,98.927008,0.069145,1.15483,13.9116433333,1.023562,32.9062538147,21.7291679382,35.5375022888,102.656133473,0.0125178266317,1.096808,-67.20625,190,322.25,1150,1.154285,13.9108616667,1.02309,-35.5,-29.7291673024,-50.7562522888,1.183625,13.9345083333,1.096808,-53.53125,-49.4270858765,-67.20625,3.22492062389,2.65284237499,3.15220099828,-76.25,-66.1836395264,"Rorb-IRES2-Cre",87.2875038147,7.9965881224
"224",0.00864494338129,57.665,0.234375009916,1.13602,3.70585333333,1.024356,-48.3750038147,-51.8437525431,-55.2500022888,186.281984,0.05036,1.13368,3.70211333333,1.022852,36.1562538147,37.8750012716,37.1937515259,188.593819737,0.048895534128,1.438652,-74.5625030518,130,67.0416666667,700,1.13322,3.70166,1.02252,-37.6875038147,-35.9166666667,-51.0125030518,1.14524,3.72522666667,1.438652,-55.03125,-58.6562525431,-74.5625030518,3.84101257293,3.80291122903,4.06816412857,-94.9375,-74.1413345337,"Rorb-IRES2-Cre",92.4437538147,17.3415416631
"229",0.0116282761169,95.6244444444,0.154140380759,1.231895,3.23557833333,1.025501,-46.9375038147,-48.8750012716,-51.3312522888,150.04936,0.07504,1.2292,3.23248666667,1.023336,46.34375,45.5729166667,47.6000015259,193.281367421,0.0975460112095,1.480013,-66.9625045776,50,55.3333346049,296,1.22882,3.23208666667,1.022992,-36.75,-37.8958358765,-44.6125022888,1.270865,3.273265,1.480013,-57.0000038147,-57.3541704814,-66.9625045776,3.9711315285,4.27798314737,3.84556386044,-87.0937576294,-65.6994934082,"Rorb-IRES2-Cre",98.9312538147,10.4575770956
"231",0.207725089803,141.385833333,0.115174903047,1.11852,4.6414,1.024589,-51.7812538147,-50.4166679382,-52.0750038147,158.781888,0.045985,1.11635,4.63951833333,1.023051,46.65625,49.4375038147,44.0187515259,175.000041723,0.036180742085,1.681236,-79.8937530518,90,90.5,930,1.116005,4.63916666667,1.022738,-42.5,-39.2395846049,-49.2312530518,1.14219,4.67083333333,1.681236,-57.8125038147,-57.8854166667,-79.8937530518,4.31172561303,4.37635019764,4.48030398561,-95.4062576294,-78.5516433716,"Rorb-IRES2-Cre",96.0937553406,7.07284440332
"234",0.0921209855272,113.670625,0.124170617715,1.147385,2.14802,1.0254,-43.0312538147,-44.1875,-46.8750038147,253.899536,0.04587,1.14374,2.144635,1.02323,31.0000019073,39.5,35.25,331.250011921,0.14223715663,1.18117,-61,30.0000019073,28.125,509.999969482,1.14305,2.143995,1.022695,-34.3437538147,-37.3125,-42.1875,1.19788,2.215035,1.18117,-50.34375,-52.875,-61.0000038147,2.85344748318,2.96342925586,3.12193365557,-101.84375,-61.3951797485,"Rorb-IRES2-Cre",82.1250038147,8.7973475997
"239",0.00710291180966,52.2558333333,0.271951219512,1.15829,3.161575,1.025063,-49.8750038147,-51.2812538147,-55.8312522888,354.501888,0.047835,1.156405,3.15939833333,1.023403,32.0625,35.1250012716,32.49375,248.571425676,0.103792816401,1.270807,-77.0937545776,50,53.5000012716,224,1.15598,3.158965,1.023033,-36.46875,-35.2083358765,-45.9500007629,1.1891,3.19225666667,1.270807,-59.8437538147,-60.6666679382,-77.0937545776,3.00179795556,3.01208642139,2.88323944805,-99.3437576294,-75.8354644775,"Scnn1a-Tg2-Cre",88.3250022888,19.1366195162
"240",0.206937365479,123.719,0.129289952399,1.121995,5.02867,1.02497916667,-46.7187538147,-47.1250012716,-47.5260429382,215.525728,0.04564,1.120075,5.026265,1.023435,40.7187538147,42.5729166667,35.5677108765,180.46875298,0.165725931525,1.579935,-77.8750025431,90,100.125,989.999938965,1.11966,5.02579666667,1.02304666667,-39.8125,-37.2604192098,-42.9062519073,1.18822,5.06657,1.579935,-56.0937538147,-57.520837148,-77.8750025431,3.54815885301,3.18176261433,3.3109276703,-98.1875076294,-77.5682601929,"Rbp4-Cre_KL100",83.0937538147,8.08283287126
"244",0.0358613138775,107.61,0.146334901375,1.19494,4.87002,1.025344,-46.1250038147,-47.4062525431,-51.4375022888,94.737656,0.07696,1.19188,4.86752666667,1.023356,40.5,45.5416692098,46.4687538147,160.312458873,0.0773743540049,1.585836,-74.9875030518,90,96.1666666667,949.999938965,1.1914,4.86709333333,1.02298,-35.7812538147,-36.3541679382,-47.9625007629,1.2331,4.91137333333,1.585836,-54.9375038147,-54.4270858765,-74.9875030518,4.14364361028,4.493890238,4.32754701505,-91.0000076294,-74.1493377686,"Rorb-IRES2-Cre",97.9062561035,9.29281665273
"251",0.0314171806017,80.3122727273,0.149529071575,1.09785,8.14928,1.025195,-44.3750038147,-44.1666692098,-52.8250030518,134.68496,0.046135,1.095845,8.14774666667,1.02345,30.0937519073,33.1145839691,24.7562515259,146.093830466,0.0842964947224,1.103703,-73.5625045776,190,178.208333333,144,1.095375,8.14725333333,1.023049,-32.2500038147,-30.9687525431,-39.7375007629,1.110815,8.171265,1.103703,-45.53125,-48.0416692098,-73.5625045776,2.35459221302,2.14182345791,2.21985885676,-89.21875,-73.2192153931,"Ntsr1-Cre_GN220",77.5812545776,12.4513971034
